TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BRSR5;18,20;6,58;7,98;0,85;0,07;77,10;15,16;12,99;6,84;4,27;;;1,04;1,41;-0,08;2,12;10,67;0,92;;0,09;0,91;0,07;-5,25;1,18;1.985,33;21,39;2,28;0,57;4.650.721.374,44
BRSR6;10,78;8,85;4,72;0,50;0,04;77,10;15,16;12,99;4,05;4,27;;;0,61;0,84;-0,05;2,12;10,67;0,92;;0,09;0,91;0,07;-5,25;1,18;26.706.179,15;21,39;2,28;0,34;4.650.721.374,44
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;1.097.133,50;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;27,02;1,81;17,67;4,30;0,35;69,19;29,99;20,18;11,89;10,86;;;3,57;-1,27;-0,38;0,23;24,31;1,98;;0,08;0,92;0,10;-2,43;39,50;15.260,71;6,29;1,53;1,12;8.962.278.430,00
BSLI4;16,80;3,20;10,99;2,67;0,22;69,19;29,99;20,18;7,39;10,86;;;2,22;-0,79;-0,24;0,23;24,31;1,98;;0,08;0,92;0,10;-2,43;39,50;25.472,88;6,29;1,53;0,70;8.962.278.430,00
BTTL4;11.091,73;;3.119,58;2.291,17;745,29;15,66;8,30;6,03;2.266,19;2,94;0,11;0,12;188,20;2.696,55;-2.315,35;1,69;73,44;23,89;52,61;0,33;0,67;3,96;5,92;-3,83;;4,84;3,56;7,79;205.373.049,76
CALI3;98,18;;5,72;5,09;0,25;32,91;20,55;9,53;2,65;4,91;3,12;6,00;0,55;0,90;-0,49;2,25;89,07;4,35;20,21;0,05;0,95;0,46;-7,97;-15,22;;19,28;17,17;-0,03;24.582.197,20
CALI4;50,00;;2,91;2,59;0,13;32,91;20,55;9,53;1,35;4,91;3,12;6,00;0,28;0,46;-0,25;2,25;89,07;4,35;20,21;0,05;0,95;0,46;-7,97;-15,22;;19,28;17,17;-0,02;24.582.197,20
CAMB3;4,49;;13,74;1,79;0,63;46,35;14,91;6,68;6,15;8,59;2,44;0,71;0,92;18,12;-1,09;1,09;13,00;4,59;14,06;0,35;0,65;0,69;-11,36;;134.825,80;2,51;0,33;-0,31;189.815.109,20
CAMB4;6,25;;19,12;2,49;0,88;46,35;14,91;6,68;8,56;8,59;2,44;0,71;1,28;25,22;-1,52;1,09;13,00;4,59;14,06;0,35;0,65;0,69;-11,36;;;2,51;0,33;-0,43;189.815.109,20
CAML3;8,88;2,78;27,26;1,14;0,40;20,22;6,77;1,34;5,38;8,40;3,03;0,64;0,36;1,11;-1,11;2,35;4,20;1,48;8,40;0,35;0,65;1,11;12,04;1,70;17.658.896,75;7,76;0,33;-0,37;3.285.600.000,00
CARD3;13,97;3,48;10,10;1,82;1,05;31,33;17,60;11,50;6,60;6,77;0,17;0,05;1,16;27,48;-1,52;1,14;18,07;10,36;15,18;0,57;0,43;0,90;-0,29;24,92;3.180.963,65;7,66;1,38;0,28;583.946.000,00
CASH3;2,83;0,22;-465,11;3,19;2,75;-4,36;-4,36;-2,35;-250,24;-187,66;62,58;-0,80;10,92;3,85;-11,07;21,09;-0,69;-0,59;-1,31;0,86;0,12;0,25;;;170.460.768,48;0,89;-0,01;4,02;2.274.386.100,00
